Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
3672,0.9920,0.0024,0.0003,0.0002,0.0025,0.0003,0.0012,0.0009,0.0000,0.0003
3673,0.9674,0.0175,0.0020,0.0009,0.0061,0.0012,0.0027,0.0015,0.0001,0.0006
3674,0.1373,0.0146,0.7854,0.0037,0.0050,0.0306,0.0044,0.0014,0.0163,0.0012
3675,0.9942,0.0029,0.0001,0.0002,0.0011,0.0001,0.0010,0.0002,0.0000,0.0002
3676,0.9579,0.0189,0.0006,0.0016,0.0097,0.0031,0.0060,0.0010,0.0003,0.0010
3677,0.4257,0.5579,0.0012,0.0107,0.0007,0.0005,0.0028,0.0001,0.0000,0.0003
3678,0.7218,0.0121,0.0190,0.0061,0.0555,0.0748,0.0263,0.0632,0.0064,0.0148
3679,0.1261,0.6032,0.0687,0.0161,0.0106,0.1374,0.0183,0.0005,0.0179,0.0012
3680,0.7209,0.1140,0.0035,0.0627,0.0423,0.0174,0.0312,0.0026,0.0008,0.0047
3681,0.5210,0.0038,0.0011,0.0142,0.0244,0.0129,0.0247,0.3737,0.0003,0.0238
3682,0.0652,0.0083,0.8829,0.0013,0.0033,0.0221,0.0041,0.0013,0.0110,0.0005
3683,0.7877,0.1986,0.0022,0.0032,0.0029,0.0007,0.0040,0.0003,0.0000,0.0004
3684,0.4926,0.0059,0.0062,0.0065,0.0246,0.0412,0.0204,0.3785,0.0017,0.0225
3685,0.8562,0.1285,0.0013,0.0069,0.0019,0.0006,0.0038,0.0003,0.0000,0.0005
3686,0.3856,0.0090,0.0014,0.0833,0.0615,0.0751,0.0460,0.2769,0.0010,0.0601
3687,0.9965,0.0010,0.0001,0.0001,0.0010,0.0001,0.0005,0.0004,0.0000,0.0001
3688,0.3466,0.6084,0.0050,0.0318,0.0010,0.0019,0.0040,0.0003,0.0003,0.0006
3689,0.7202,0.0168,0.0016,0.0481,0.0259,0.0204,0.0608,0.0760,0.0011,0.0291
3690,0.6151,0.0053,0.0016,0.0356,0.0123,0.0087,0.0213,0.2681,0.0004,0.0316
3691,0.1039,0.0749,0.5339,0.0020,0.0147,0.1301,0.0160,0.0019,0.1207,0.0019
3692,0.6030,0.3750,0.0058,0.0061,0.0036,0.0008,0.0045,0.0005,0.0001,0.0006
3693,0.8020,0.0102,0.0033,0.0094,0.0816,0.0132,0.0230,0.0388,0.0011,0.0174
3694,0.9953,0.0022,0.0002,0.0001,0.0012,0.0001,0.0004,0.0003,0.0000,0.0001
3695,0.9646,0.0074,0.0010,0.0011,0.0100,0.0025,0.0076,0.0045,0.0001,0.0012
3696,0.5632,0.1077,0.2707,0.0022,0.0180,0.0142,0.0087,0.0037,0.0090,0.0026
3697,0.5425,0.0024,0.0149,0.0007,0.0301,0.0053,0.0121,0.3779,0.0009,0.0134
3698,0.9948,0.0012,0.0001,0.0001,0.0019,0.0002,0.0009,0.0006,0.0000,0.0002
3699,0.4170,0.0055,0.0047,0.0122,0.0617,0.0739,0.0341,0.3481,0.0025,0.0403
3700,0.9938,0.0024,0.0002,0.0001,0.0015,0.0003,0.0010,0.0005,0.0000,0.0002
3701,0.3349,0.0068,0.0058,0.0415,0.1879,0.0857,0.0544,0.1171,0.0135,0.1524
3702,0.9747,0.0040,0.0002,0.0007,0.0085,0.0020,0.0056,0.0030,0.0001,0.0012
3703,0.9625,0.0139,0.0006,0.0010,0.0110,0.0047,0.0044,0.0010,0.0003,0.0006
3704,0.5228,0.0021,0.0018,0.0020,0.0149,0.0046,0.0139,0.4245,0.0002,0.0131
3705,0.2634,0.0036,0.0046,0.0122,0.0506,0.0318,0.0290,0.5501,0.0034,0.0514
3706,0.3841,0.0136,0.0026,0.2349,0.1066,0.0524,0.0615,0.0307,0.0065,0.1072
3707,0.6996,0.0190,0.0021,0.0093,0.0809,0.0297,0.0542,0.0915,0.0006,0.0131
3708,0.3123,0.0044,0.0173,0.0041,0.0931,0.1006,0.0379,0.3763,0.0099,0.0440
3709,0.9834,0.0094,0.0002,0.0008,0.0028,0.0005,0.0020,0.0005,0.0000,0.0003
3710,0.2447,0.5083,0.0254,0.1436,0.0204,0.0281,0.0191,0.0006,0.0056,0.0041
3711,0.9199,0.0304,0.0027,0.0059,0.0144,0.0051,0.0108,0.0078,0.0002,0.0027
3712,0.0378,0.0111,0.9138,0.0008,0.0034,0.0199,0.0024,0.0007,0.0093,0.0007
3713,0.1028,0.8870,0.0026,0.0051,0.0003,0.0008,0.0010,0.0001,0.0001,0.0002
3714,0.6916,0.0232,0.0012,0.0205,0.0778,0.0358,0.0707,0.0631,0.0005,0.0155
3715,0.2911,0.0118,0.0048,0.0378,0.2584,0.2255,0.0525,0.0280,0.0239,0.0661
3716,0.9880,0.0039,0.0002,0.0007,0.0025,0.0003,0.0026,0.0011,0.0000,0.0006
3717,0.9639,0.0101,0.0017,0.0012,0.0085,0.0024,0.0066,0.0044,0.0001,0.0012
3718,0.8806,0.0202,0.0007,0.0173,0.0207,0.0086,0.0308,0.0148,0.0002,0.0061
3719,0.6174,0.2892,0.0032,0.0818,0.0009,0.0021,0.0033,0.0010,0.0002,0.0010
3720,0.8762,0.0043,0.0021,0.0011,0.0248,0.0082,0.0122,0.0679,0.0002,0.0030
3721,0.9960,0.0018,0.0001,0.0001,0.0010,0.0001,0.0006,0.0003,0.0000,0.0001
3722,0.1714,0.0349,0.0245,0.0049,0.1409,0.5330,0.0408,0.0036,0.0391,0.0069
3723,0.9927,0.0009,0.0001,0.0002,0.0021,0.0002,0.0015,0.0019,0.0000,0.0004
3724,0.3334,0.2560,0.0045,0.3321,0.0271,0.0091,0.0288,0.0013,0.0009,0.0068
3725,0.3444,0.0067,0.0182,0.0068,0.0602,0.1281,0.0206,0.3755,0.0083,0.0313
3726,0.1080,0.8801,0.0046,0.0039,0.0007,0.0005,0.0018,0.0001,0.0001,0.0001
3727,0.0829,0.0397,0.6247,0.0034,0.0180,0.0934,0.0127,0.0018,0.1209,0.0025
3728,0.1749,0.1403,0.0013,0.6542,0.0058,0.0081,0.0088,0.0009,0.0006,0.0051
3729,0.9948,0.0018,0.0001,0.0002,0.0014,0.0001,0.0010,0.0004,0.0000,0.0002
3730,0.9942,0.0037,0.0001,0.0002,0.0008,0.0001,0.0007,0.0002,0.0000,0.0001
3731,0.9599,0.0080,0.0002,0.0058,0.0081,0.0012,0.0114,0.0030,0.0001,0.0023
3732,0.9202,0.0718,0.0007,0.0018,0.0025,0.0003,0.0022,0.0002,0.0000,0.0004
3733,0.6015,0.0046,0.0042,0.0033,0.0247,0.0063,0.0337,0.2920,0.0005,0.0292
3734,0.9778,0.0016,0.0007,0.0003,0.0075,0.0010,0.0020,0.0085,0.0001,0.0007
3735,0.6842,0.0026,0.0015,0.0015,0.0249,0.0091,0.0135,0.2559,0.0002,0.0067
3736,0.8105,0.0348,0.0007,0.1373,0.0025,0.0012,0.0075,0.0026,0.0001,0.0028
3737,0.7721,0.0147,0.0027,0.0114,0.0312,0.0092,0.0512,0.0911,0.0003,0.0162
3738,0.9856,0.0048,0.0006,0.0004,0.0041,0.0009,0.0020,0.0013,0.0000,0.0003
3739,0.9728,0.0029,0.0004,0.0012,0.0092,0.0011,0.0045,0.0062,0.0001,0.0016
3740,0.1496,0.0102,0.0038,0.0551,0.3862,0.1423,0.0817,0.0628,0.0179,0.0903
3741,0.9240,0.0645,0.0009,0.0031,0.0030,0.0006,0.0032,0.0004,0.0000,0.0004
3742,0.9960,0.0017,0.0001,0.0001,0.0009,0.0001,0.0006,0.0003,0.0000,0.0002
3743,0.0359,0.9478,0.0072,0.0027,0.0013,0.0018,0.0022,0.0003,0.0005,0.0002
3744,0.8323,0.1479,0.0009,0.0090,0.0025,0.0006,0.0057,0.0004,0.0000,0.0006
3745,0.9490,0.0109,0.0010,0.0046,0.0088,0.0016,0.0119,0.0083,0.0001,0.0037
3746,0.6508,0.0059,0.0011,0.0174,0.0540,0.0048,0.0824,0.1440,0.0002,0.0395
3747,0.1177,0.1807,0.0030,0.6395,0.0114,0.0135,0.0185,0.0016,0.0023,0.0118
3748,0.4961,0.4792,0.0018,0.0131,0.0029,0.0007,0.0054,0.0002,0.0000,0.0004
3749,0.9913,0.0019,0.0003,0.0001,0.0034,0.0005,0.0010,0.0011,0.0000,0.0002
3750,0.6839,0.0711,0.0011,0.1146,0.0424,0.0101,0.0599,0.0070,0.0003,0.0095
3751,0.9964,0.0017,0.0001,0.0001,0.0010,0.0001,0.0004,0.0002,0.0000,0.0001
3752,0.8138,0.0343,0.0028,0.0541,0.0424,0.0127,0.0242,0.0055,0.0013,0.0089
3753,0.7710,0.2029,0.0043,0.0092,0.0032,0.0013,0.0060,0.0009,0.0003,0.0010
3754,0.1888,0.7683,0.0038,0.0314,0.0016,0.0015,0.0037,0.0002,0.0002,0.0004
3755,0.9881,0.0034,0.0001,0.0004,0.0026,0.0005,0.0028,0.0012,0.0000,0.0007
3756,0.6889,0.2903,0.0019,0.0097,0.0022,0.0007,0.0053,0.0003,0.0000,0.0006
3757,0.8422,0.1261,0.0010,0.0256,0.0008,0.0006,0.0027,0.0006,0.0000,0.0005
3758,0.9355,0.0286,0.0005,0.0079,0.0165,0.0017,0.0068,0.0011,0.0001,0.0012
3759,0.9941,0.0022,0.0002,0.0002,0.0015,0.0002,0.0009,0.0006,0.0000,0.0002
3760,0.0961,0.8848,0.0121,0.0029,0.0007,0.0014,0.0014,0.0001,0.0002,0.0002
3761,0.8576,0.0556,0.0007,0.0467,0.0090,0.0038,0.0212,0.0024,0.0001,0.0030
3762,0.8103,0.0252,0.0018,0.0575,0.0275,0.0101,0.0412,0.0137,0.0004,0.0123
3763,0.5798,0.0182,0.0055,0.0085,0.1871,0.1026,0.0376,0.0452,0.0014,0.0142
3764,0.2069,0.0217,0.0368,0.0202,0.1265,0.4582,0.0254,0.0048,0.0816,0.0180
3765,0.9513,0.0393,0.0002,0.0029,0.0025,0.0005,0.0026,0.0002,0.0000,0.0004
3766,0.1460,0.0054,0.7571,0.0013,0.0245,0.0313,0.0079,0.0135,0.0098,0.0032
3767,0.9863,0.0038,0.0003,0.0005,0.0029,0.0006,0.0031,0.0017,0.0000,0.0007
3768,0.4163,0.1930,0.3683,0.0015,0.0081,0.0058,0.0033,0.0014,0.0014,0.0010
3769,0.1629,0.0553,0.4561,0.0373,0.0078,0.1035,0.0184,0.0336,0.1126,0.0125
3770,0.9964,0.0009,0.0001,0.0001,0.0013,0.0001,0.0006,0.0005,0.0000,0.0001
3771,0.6931,0.2373,0.0035,0.0413,0.0086,0.0032,0.0107,0.0008,0.0001,0.0014
3772,0.7929,0.1608,0.0148,0.0041,0.0145,0.0038,0.0056,0.0021,0.0004,0.0011
3773,0.3026,0.0864,0.0009,0.5541,0.0127,0.0109,0.0197,0.0015,0.0007,0.0104
3774,0.0468,0.0096,0.9221,0.0011,0.0025,0.0079,0.0034,0.0009,0.0055,0.0003
3775,0.9491,0.0073,0.0002,0.0131,0.0071,0.0009,0.0144,0.0047,0.0000,0.0032
3776,0.6568,0.0022,0.0017,0.0014,0.0158,0.0050,0.0099,0.2984,0.0003,0.0085
3777,0.9727,0.0050,0.0001,0.0017,0.0077,0.0008,0.0073,0.0032,0.0000,0.0014
3778,0.3554,0.0024,0.0040,0.0027,0.0166,0.0094,0.0118,0.5797,0.0006,0.0174
3779,0.2487,0.0216,0.0027,0.2191,0.2059,0.0614,0.0959,0.0345,0.0075,0.1027
3780,0.3196,0.0506,0.0014,0.5620,0.0159,0.0161,0.0163,0.0023,0.0009,0.0150
3781,0.9921,0.0032,0.0002,0.0001,0.0027,0.0003,0.0006,0.0005,0.0000,0.0002
3782,0.9781,0.0037,0.0003,0.0007,0.0067,0.0006,0.0052,0.0034,0.0000,0.0012
3783,0.8920,0.0136,0.0076,0.0039,0.0242,0.0084,0.0149,0.0298,0.0007,0.0048
3784,0.8553,0.0259,0.0015,0.0220,0.0222,0.0080,0.0404,0.0159,0.0004,0.0084
3785,0.7466,0.0037,0.0023,0.0014,0.0158,0.0057,0.0090,0.2088,0.0003,0.0064
3786,0.3974,0.0034,0.0080,0.0086,0.0427,0.0111,0.0331,0.4408,0.0021,0.0528
3787,0.9916,0.0061,0.0001,0.0003,0.0007,0.0001,0.0008,0.0001,0.0000,0.0001
3788,0.1818,0.7991,0.0028,0.0110,0.0011,0.0010,0.0027,0.0001,0.0001,0.0002
3789,0.8704,0.0095,0.0006,0.0169,0.0402,0.0054,0.0200,0.0283,0.0004,0.0083
3790,0.9732,0.0142,0.0003,0.0030,0.0024,0.0004,0.0048,0.0008,0.0000,0.0008
3791,0.4460,0.0191,0.0024,0.1041,0.0788,0.1763,0.0635,0.0488,0.0028,0.0582
3792,0.9948,0.0025,0.0001,0.0003,0.0008,0.0001,0.0009,0.0002,0.0000,0.0002
3793,0.9937,0.0036,0.0002,0.0002,0.0011,0.0002,0.0006,0.0002,0.0000,0.0001
3794,0.6949,0.0145,0.0030,0.0220,0.0338,0.0145,0.0431,0.1507,0.0005,0.0230
3795,0.5459,0.0029,0.0039,0.0023,0.0269,0.0115,0.0215,0.3687,0.0005,0.0159
3796,0.3352,0.0043,0.0040,0.0116,0.0629,0.0284,0.0413,0.4611,0.0019,0.0494
3797,0.2774,0.1365,0.0016,0.5582,0.0049,0.0042,0.0115,0.0013,0.0002,0.0041
3798,0.6665,0.0102,0.0021,0.0179,0.0798,0.0293,0.0626,0.1006,0.0017,0.0292
3799,0.0924,0.0981,0.2193,0.0118,0.0201,0.2672,0.0301,0.0032,0.2503,0.0075
3800,0.1220,0.0167,0.0204,0.0309,0.3007,0.2742,0.0483,0.0153,0.1344,0.0371
3801,0.5565,0.3609,0.0301,0.0047,0.0307,0.0069,0.0072,0.0010,0.0007,0.0015
3802,0.9881,0.0054,0.0003,0.0004,0.0027,0.0004,0.0017,0.0007,0.0000,0.0003
3803,0.8408,0.0083,0.0012,0.0039,0.0331,0.0067,0.0258,0.0741,0.0001,0.0060
3804,0.9722,0.0025,0.0001,0.0010,0.0107,0.0006,0.0056,0.0056,0.0000,0.0016
3805,0.9903,0.0069,0.0002,0.0003,0.0012,0.0002,0.0007,0.0002,0.0000,0.0001
3806,0.9928,0.0023,0.0003,0.0002,0.0018,0.0003,0.0012,0.0007,0.0000,0.0003
3807,0.0722,0.0291,0.7324,0.0017,0.0059,0.0690,0.0058,0.0009,0.0817,0.0012
3808,0.9584,0.0028,0.0006,0.0005,0.0187,0.0017,0.0062,0.0092,0.0002,0.0017
3809,0.6928,0.0735,0.0246,0.0924,0.0290,0.0117,0.0310,0.0166,0.0023,0.0262
3810,0.9935,0.0020,0.0007,0.0002,0.0019,0.0003,0.0005,0.0007,0.0000,0.0002
3811,0.5546,0.0189,0.0023,0.3377,0.0085,0.0107,0.0231,0.0151,0.0020,0.0272
3812,0.0956,0.8846,0.0029,0.0124,0.0006,0.0015,0.0019,0.0001,0.0002,0.0002
3813,0.5099,0.0863,0.0094,0.0542,0.0940,0.1909,0.0326,0.0078,0.0035,0.0114
3814,0.6791,0.1035,0.0048,0.1656,0.0115,0.0088,0.0160,0.0039,0.0008,0.0060
3815,0.3733,0.5720,0.0099,0.0345,0.0013,0.0033,0.0040,0.0004,0.0003,0.0010
3816,0.0777,0.0753,0.0929,0.0254,0.0329,0.4227,0.0230,0.0012,0.2433,0.0055
3817,0.6051,0.0274,0.0017,0.2351,0.0217,0.0102,0.0535,0.0183,0.0005,0.0265
3818,0.8523,0.0312,0.0013,0.0457,0.0152,0.0045,0.0288,0.0141,0.0001,0.0066
3819,0.9841,0.0067,0.0002,0.0010,0.0023,0.0004,0.0036,0.0009,0.0000,0.0007
3820,0.9767,0.0173,0.0001,0.0034,0.0004,0.0002,0.0015,0.0003,0.0000,0.0003
3821,0.9948,0.0022,0.0001,0.0001,0.0012,0.0002,0.0009,0.0003,0.0000,0.0002
3822,0.9882,0.0030,0.0001,0.0006,0.0024,0.0006,0.0022,0.0024,0.0000,0.0005
3823,0.9943,0.0036,0.0001,0.0003,0.0006,0.0001,0.0007,0.0002,0.0000,0.0001
3824,0.1892,0.5729,0.0023,0.2163,0.0044,0.0028,0.0096,0.0003,0.0005,0.0016
3825,0.9629,0.0280,0.0001,0.0059,0.0006,0.0002,0.0016,0.0003,0.0000,0.0003
3826,0.9762,0.0141,0.0003,0.0010,0.0042,0.0005,0.0029,0.0005,0.0000,0.0004
3827,0.8293,0.0223,0.0021,0.0199,0.0855,0.0062,0.0101,0.0205,0.0001,0.0039
3828,0.8826,0.0188,0.0013,0.0210,0.0154,0.0045,0.0264,0.0223,0.0001,0.0076
3829,0.7437,0.0246,0.0011,0.1335,0.0134,0.0051,0.0435,0.0189,0.0002,0.0160
3830,0.2166,0.5293,0.0049,0.2204,0.0071,0.0067,0.0125,0.0005,0.0005,0.0017
3831,0.9877,0.0077,0.0001,0.0010,0.0012,0.0002,0.0017,0.0003,0.0000,0.0003
3832,0.9890,0.0049,0.0001,0.0015,0.0009,0.0003,0.0018,0.0010,0.0000,0.0004
3833,0.6972,0.0414,0.0027,0.1944,0.0099,0.0087,0.0220,0.0131,0.0005,0.0102
3834,0.7619,0.0252,0.0037,0.0060,0.0842,0.0316,0.0389,0.0427,0.0005,0.0053
3835,0.9904,0.0072,0.0001,0.0005,0.0006,0.0001,0.0007,0.0001,0.0000,0.0001
3836,0.9699,0.0044,0.0003,0.0007,0.0094,0.0015,0.0073,0.0049,0.0001,0.0014
3837,0.5217,0.0029,0.0040,0.0034,0.0222,0.0103,0.0246,0.3885,0.0006,0.0216
3838,0.7953,0.0152,0.0634,0.0013,0.0280,0.0051,0.0135,0.0686,0.0012,0.0084
3839,0.1654,0.0100,0.0090,0.0958,0.2443,0.1780,0.0544,0.0846,0.0345,0.1239
3840,0.0827,0.0122,0.0111,0.0032,0.0401,0.8158,0.0148,0.0015,0.0160,0.0025
3841,0.4551,0.3314,0.0067,0.1826,0.0036,0.0051,0.0115,0.0011,0.0004,0.0024
3842,0.3909,0.0789,0.0206,0.0113,0.0612,0.3881,0.0237,0.0017,0.0190,0.0045
3843,0.9606,0.0030,0.0020,0.0008,0.0081,0.0033,0.0046,0.0148,0.0005,0.0022
3844,0.9152,0.0106,0.0043,0.0026,0.0129,0.0046,0.0079,0.0383,0.0003,0.0033
3845,0.4053,0.0046,0.0036,0.0073,0.1543,0.0694,0.0587,0.2474,0.0035,0.0460
3846,0.4051,0.0276,0.0008,0.5235,0.0065,0.0067,0.0141,0.0028,0.0009,0.0120
3847,0.6809,0.0229,0.0016,0.1470,0.0368,0.0303,0.0298,0.0257,0.0014,0.0236
3848,0.9542,0.0161,0.0007,0.0073,0.0084,0.0012,0.0081,0.0023,0.0001,0.0015
3849,0.9002,0.0081,0.0006,0.0045,0.0375,0.0042,0.0167,0.0234,0.0002,0.0046
3850,0.8962,0.0727,0.0004,0.0098,0.0066,0.0014,0.0112,0.0007,0.0000,0.0011
3851,0.9874,0.0080,0.0002,0.0003,0.0018,0.0002,0.0015,0.0003,0.0000,0.0002
3852,0.9973,0.0009,0.0001,0.0000,0.0009,0.0001,0.0003,0.0003,0.0000,0.0001
3853,0.8421,0.0065,0.0045,0.0009,0.0577,0.0642,0.0091,0.0115,0.0014,0.0020
3854,0.4219,0.1239,0.0015,0.3764,0.0206,0.0101,0.0355,0.0019,0.0006,0.0075
3855,0.0760,0.1744,0.0948,0.0237,0.0219,0.2696,0.0199,0.0010,0.3141,0.0046
3856,0.9940,0.0020,0.0001,0.0001,0.0021,0.0002,0.0007,0.0005,0.0000,0.0002
3857,0.4775,0.4809,0.0033,0.0280,0.0028,0.0010,0.0056,0.0002,0.0001,0.0007
3858,0.9288,0.0463,0.0002,0.0201,0.0005,0.0006,0.0019,0.0006,0.0000,0.0009
3859,0.9710,0.0113,0.0013,0.0024,0.0041,0.0015,0.0040,0.0030,0.0001,0.0013
3860,0.9944,0.0029,0.0001,0.0002,0.0010,0.0001,0.0008,0.0003,0.0000,0.0002
3861,0.2183,0.7146,0.0043,0.0504,0.0031,0.0022,0.0057,0.0004,0.0003,0.0008
3862,0.7718,0.1725,0.0020,0.0385,0.0039,0.0011,0.0079,0.0007,0.0001,0.0013
3863,0.9837,0.0117,0.0001,0.0010,0.0013,0.0002,0.0014,0.0002,0.0000,0.0003
3864,0.3412,0.0230,0.0033,0.0713,0.2718,0.1215,0.0533,0.0589,0.0053,0.0503
3865,0.2334,0.4733,0.0043,0.2673,0.0022,0.0077,0.0089,0.0007,0.0005,0.0017
3866,0.9918,0.0042,0.0001,0.0003,0.0014,0.0002,0.0015,0.0004,0.0000,0.0003
3867,0.3850,0.0708,0.0134,0.0149,0.1379,0.3238,0.0260,0.0026,0.0184,0.0071
3868,0.8551,0.1329,0.0009,0.0043,0.0024,0.0004,0.0032,0.0002,0.0000,0.0004
3869,0.0191,0.0039,0.9295,0.0008,0.0090,0.0170,0.0032,0.0013,0.0155,0.0006
3870,0.2176,0.7368,0.0047,0.0334,0.0015,0.0013,0.0037,0.0002,0.0002,0.0007
3871,0.9606,0.0038,0.0009,0.0005,0.0110,0.0064,0.0056,0.0096,0.0003,0.0012
3872,0.6361,0.3450,0.0009,0.0069,0.0041,0.0011,0.0047,0.0002,0.0003,0.0007
3873,0.2064,0.0403,0.0047,0.1868,0.1208,0.3168,0.0536,0.0104,0.0184,0.0419
3874,0.2743,0.6202,0.0016,0.0870,0.0037,0.0017,0.0100,0.0002,0.0002,0.0011
3875,0.3054,0.0032,0.0007,0.1113,0.0450,0.0195,0.0364,0.3794,0.0014,0.0975
3876,0.1792,0.7718,0.0083,0.0271,0.0028,0.0044,0.0056,0.0003,0.0003,0.0003
3877,0.2279,0.0021,0.0075,0.0064,0.0745,0.0283,0.0178,0.5998,0.0040,0.0318
3878,0.9592,0.0051,0.0007,0.0015,0.0077,0.0014,0.0096,0.0113,0.0001,0.0033
3879,0.3767,0.2897,0.0038,0.2890,0.0120,0.0059,0.0179,0.0009,0.0004,0.0036
3880,0.9864,0.0041,0.0002,0.0018,0.0025,0.0005,0.0029,0.0009,0.0001,0.0006
3881,0.4282,0.0103,0.0019,0.0778,0.0923,0.0980,0.0837,0.1214,0.0031,0.0833
3882,0.6424,0.0660,0.0050,0.1407,0.0407,0.0408,0.0349,0.0098,0.0026,0.0171
3883,0.2068,0.0822,0.5843,0.0461,0.0044,0.0099,0.0114,0.0213,0.0224,0.0111
3884,0.0540,0.0359,0.4262,0.0029,0.0230,0.1145,0.0155,0.0028,0.3204,0.0049
3885,0.9713,0.0038,0.0002,0.0009,0.0090,0.0010,0.0074,0.0051,0.0000,0.0014
3886,0.9030,0.0104,0.0008,0.0079,0.0163,0.0025,0.0241,0.0283,0.0001,0.0067
3887,0.9946,0.0022,0.0001,0.0001,0.0011,0.0002,0.0010,0.0004,0.0000,0.0002
3888,0.9213,0.0210,0.0003,0.0403,0.0021,0.0014,0.0071,0.0039,0.0000,0.0025
3889,0.0327,0.0076,0.9052,0.0009,0.0052,0.0151,0.0039,0.0016,0.0273,0.0006
3890,0.9839,0.0128,0.0002,0.0009,0.0008,0.0001,0.0010,0.0001,0.0000,0.0002
3891,0.4018,0.0136,0.0021,0.1551,0.0509,0.0692,0.0601,0.1590,0.0031,0.0852
3892,0.6290,0.0289,0.0021,0.1516,0.0527,0.0164,0.0588,0.0342,0.0005,0.0257
3893,0.2914,0.6796,0.0140,0.0041,0.0026,0.0039,0.0032,0.0005,0.0003,0.0005
3894,0.4028,0.5614,0.0084,0.0049,0.0094,0.0057,0.0061,0.0005,0.0002,0.0006
3895,0.4454,0.0087,0.0216,0.0396,0.0746,0.1589,0.0214,0.1881,0.0116,0.0300
3896,0.2693,0.0081,0.0052,0.0367,0.1687,0.2173,0.0433,0.1757,0.0059,0.0698
3897,0.1752,0.0962,0.0196,0.0334,0.0434,0.5547,0.0193,0.0013,0.0492,0.0077
3898,0.5617,0.3978,0.0008,0.0240,0.0031,0.0007,0.0104,0.0003,0.0000,0.0011
3899,0.7209,0.1520,0.0007,0.1165,0.0013,0.0007,0.0063,0.0004,0.0001,0.0011
3900,0.6514,0.2367,0.0017,0.0604,0.0157,0.0093,0.0211,0.0013,0.0002,0.0021
3901,0.2246,0.0294,0.0009,0.6868,0.0117,0.0107,0.0133,0.0032,0.0012,0.0183
3902,0.6656,0.0192,0.0010,0.2090,0.0191,0.0077,0.0383,0.0179,0.0004,0.0218
3903,0.2157,0.0023,0.0266,0.0046,0.0696,0.0489,0.0195,0.5673,0.0079,0.0377
3904,0.1267,0.6379,0.0411,0.0444,0.0240,0.0640,0.0147,0.0004,0.0446,0.0024
3905,0.5222,0.3446,0.0333,0.0371,0.0227,0.0148,0.0157,0.0024,0.0036,0.0036
3906,0.9084,0.0795,0.0006,0.0023,0.0041,0.0011,0.0031,0.0003,0.0001,0.0006
3907,0.9850,0.0103,0.0001,0.0008,0.0010,0.0002,0.0020,0.0003,0.0000,0.0003
3908,0.6353,0.3470,0.0016,0.0083,0.0017,0.0007,0.0044,0.0003,0.0001,0.0006
3909,0.9007,0.0111,0.0018,0.0161,0.0238,0.0052,0.0148,0.0154,0.0007,0.0104
3910,0.9907,0.0012,0.0003,0.0002,0.0036,0.0008,0.0010,0.0017,0.0001,0.0004
3911,0.0908,0.5223,0.0053,0.3335,0.0103,0.0185,0.0114,0.0003,0.0052,0.0024
3912,0.4086,0.0236,0.0182,0.0131,0.1250,0.3314,0.0322,0.0085,0.0211,0.0182
3913,0.6361,0.0076,0.0017,0.0070,0.0735,0.0169,0.0415,0.1961,0.0004,0.0191
3914,0.0787,0.8532,0.0043,0.0447,0.0046,0.0068,0.0059,0.0001,0.0009,0.0007
3915,0.8226,0.1674,0.0016,0.0033,0.0016,0.0004,0.0025,0.0002,0.0000,0.0004
3916,0.1455,0.0087,0.0047,0.1400,0.2310,0.1384,0.0726,0.0836,0.0202,0.1552
3917,0.3721,0.0540,0.0024,0.1918,0.0570,0.2454,0.0426,0.0120,0.0028,0.0199
3918,0.7854,0.0533,0.0018,0.0586,0.0281,0.0101,0.0458,0.0091,0.0003,0.0075
3919,0.1860,0.7729,0.0099,0.0197,0.0026,0.0026,0.0049,0.0004,0.0003,0.0006
3920,0.2008,0.0048,0.6385,0.0011,0.0284,0.0709,0.0103,0.0215,0.0200,0.0037
3921,0.3873,0.0038,0.0020,0.0458,0.0828,0.0134,0.0615,0.2830,0.0016,0.1188
3922,0.1489,0.0127,0.0061,0.0361,0.2798,0.3111,0.0730,0.0371,0.0331,0.0622
3923,0.4239,0.4510,0.0019,0.1128,0.0015,0.0015,0.0059,0.0006,0.0001,0.0007
3924,0.9744,0.0032,0.0002,0.0025,0.0062,0.0007,0.0072,0.0039,0.0000,0.0018
3925,0.2300,0.6962,0.0060,0.0501,0.0034,0.0072,0.0056,0.0004,0.0004,0.0008
3926,0.2602,0.4755,0.0106,0.1861,0.0205,0.0171,0.0230,0.0011,0.0019,0.0040
3927,0.7813,0.0224,0.0036,0.0184,0.0281,0.0080,0.0449,0.0792,0.0003,0.0139
3928,0.9841,0.0083,0.0002,0.0028,0.0009,0.0003,0.0015,0.0015,0.0000,0.0004
3929,0.4821,0.2773,0.0065,0.1165,0.0441,0.0423,0.0215,0.0010,0.0031,0.0055
3930,0.6235,0.0032,0.0009,0.0067,0.0790,0.0054,0.0424,0.2043,0.0007,0.0338
3931,0.2375,0.0455,0.0005,0.6887,0.0054,0.0060,0.0071,0.0010,0.0005,0.0079
3932,0.5368,0.0420,0.2390,0.0121,0.0410,0.0424,0.0187,0.0168,0.0337,0.0174
3933,0.1174,0.8118,0.0040,0.0553,0.0027,0.0023,0.0056,0.0002,0.0003,0.0006
3934,0.0279,0.0104,0.9278,0.0013,0.0041,0.0129,0.0028,0.0010,0.0109,0.0008
