Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
3609,0.5829,0.0436,0.1144,0.0106,0.0710,0.0318,0.0499,0.0599,0.0125,0.0234
3610,0.2607,0.0463,0.0015,0.5027,0.0232,0.0322,0.0453,0.0404,0.0103,0.0375
3611,0.7664,0.0562,0.0380,0.0141,0.0368,0.0393,0.0302,0.0097,0.0018,0.0074
3612,0.5299,0.0262,0.0549,0.0425,0.1961,0.0413,0.0259,0.0474,0.0094,0.0263
3613,0.3709,0.1536,0.0105,0.1847,0.1182,0.0487,0.0466,0.0393,0.0066,0.0209
3614,0.3963,0.0159,0.0026,0.3911,0.0271,0.0603,0.0328,0.0366,0.0035,0.0337
3615,0.6839,0.0220,0.0338,0.0183,0.0597,0.0331,0.0190,0.1113,0.0064,0.0125
3616,0.7557,0.0490,0.0025,0.0038,0.0507,0.0286,0.0569,0.0145,0.0174,0.0209
3617,0.6279,0.0164,0.0320,0.0138,0.1568,0.0193,0.0288,0.0096,0.0699,0.0257
3618,0.0821,0.0097,0.1271,0.2730,0.0559,0.2080,0.0520,0.1070,0.0300,0.0552
3619,0.5719,0.0151,0.1145,0.0398,0.0723,0.0407,0.0382,0.0418,0.0036,0.0621
3620,0.9436,0.0043,0.0129,0.0005,0.0111,0.0165,0.0073,0.0009,0.0001,0.0028
3621,0.6902,0.0768,0.0390,0.0046,0.0456,0.0046,0.0216,0.0083,0.0628,0.0464
3622,0.2607,0.0753,0.1871,0.0171,0.0379,0.1987,0.0695,0.0094,0.1161,0.0283
3623,0.5740,0.0494,0.0029,0.3151,0.0006,0.0013,0.0297,0.0049,0.0011,0.0210
3624,0.7937,0.0525,0.0062,0.0003,0.0342,0.0222,0.0361,0.0300,0.0027,0.0219
3625,0.2592,0.1821,0.0025,0.1512,0.0081,0.2655,0.0273,0.0949,0.0011,0.0081
3626,0.7803,0.1503,0.0124,0.0010,0.0043,0.0075,0.0281,0.0051,0.0016,0.0095
3627,0.6133,0.1387,0.0012,0.0245,0.0763,0.0464,0.0605,0.0190,0.0031,0.0170
3628,0.1811,0.1694,0.0875,0.1670,0.1122,0.1510,0.0523,0.0038,0.0281,0.0475
3629,0.3964,0.3194,0.0033,0.2036,0.0266,0.0235,0.0176,0.0003,0.0008,0.0085
3630,0.5843,0.1300,0.0356,0.0288,0.0250,0.0980,0.0192,0.0530,0.0086,0.0175
3631,0.0155,0.8136,0.0083,0.0606,0.0116,0.0612,0.0157,0.0008,0.0051,0.0077
3632,0.8868,0.0144,0.0052,0.0005,0.0250,0.0127,0.0196,0.0163,0.0011,0.0184
3633,0.8120,0.0301,0.0037,0.0042,0.0311,0.0090,0.0474,0.0456,0.0028,0.0141
3634,0.8365,0.0055,0.0168,0.0012,0.0545,0.0200,0.0346,0.0049,0.0051,0.0209
3635,0.6761,0.0333,0.0112,0.0370,0.0908,0.0613,0.0189,0.0432,0.0087,0.0194
3636,0.4494,0.4152,0.0003,0.0479,0.0392,0.0097,0.0261,0.0047,0.0014,0.0060
3637,0.4822,0.0049,0.0169,0.0365,0.0117,0.0218,0.0324,0.3765,0.0046,0.0125
3638,0.5351,0.3766,0.0010,0.0061,0.0219,0.0136,0.0260,0.0048,0.0075,0.0074
3639,0.2503,0.6268,0.0008,0.0349,0.0298,0.0115,0.0192,0.0073,0.0015,0.0179
3640,0.8136,0.0742,0.0168,0.0143,0.0189,0.0207,0.0216,0.0031,0.0007,0.0161
3641,0.5976,0.1753,0.0366,0.0228,0.0368,0.0723,0.0286,0.0035,0.0070,0.0195
3642,0.2259,0.0309,0.0081,0.4582,0.0661,0.0437,0.0597,0.0563,0.0233,0.0277
3643,0.6782,0.0053,0.0412,0.0708,0.0506,0.1060,0.0202,0.0108,0.0034,0.0134
3644,0.4739,0.2774,0.0066,0.0099,0.0605,0.0874,0.0301,0.0365,0.0053,0.0125
3645,0.0383,0.1587,0.6847,0.0010,0.0202,0.0432,0.0164,0.0115,0.0023,0.0237
3646,0.7634,0.1070,0.0115,0.0064,0.0350,0.0147,0.0293,0.0043,0.0022,0.0263
3647,0.7952,0.0318,0.0217,0.0022,0.0070,0.0138,0.0402,0.0635,0.0049,0.0197
3648,0.5652,0.2702,0.0051,0.0013,0.0593,0.0137,0.0349,0.0105,0.0179,0.0218
3649,0.4722,0.0255,0.0986,0.0068,0.1040,0.1973,0.0356,0.0330,0.0188,0.0082
3650,0.8174,0.0329,0.0054,0.0003,0.0354,0.0229,0.0351,0.0160,0.0042,0.0303
3651,0.7720,0.0200,0.0530,0.0467,0.0204,0.0255,0.0272,0.0164,0.0034,0.0155
3652,0.7715,0.1327,0.0014,0.0043,0.0048,0.0038,0.0409,0.0180,0.0004,0.0222
3653,0.3475,0.1492,0.0091,0.3359,0.0174,0.0587,0.0423,0.0164,0.0042,0.0193
3654,0.7777,0.0320,0.0013,0.0718,0.0214,0.0116,0.0478,0.0229,0.0007,0.0129
3655,0.0792,0.1692,0.6722,0.0005,0.0061,0.0324,0.0142,0.0012,0.0224,0.0026
3656,0.7536,0.1107,0.0635,0.0001,0.0139,0.0183,0.0268,0.0073,0.0014,0.0044
3657,0.0209,0.9232,0.0002,0.0015,0.0420,0.0004,0.0109,0.0000,0.0000,0.0009
3658,0.0329,0.0384,0.7586,0.0047,0.0617,0.0334,0.0249,0.0053,0.0145,0.0256
3659,0.0383,0.2014,0.4982,0.0003,0.1935,0.0313,0.0004,0.0000,0.0215,0.0150
3660,0.2947,0.5426,0.0176,0.0045,0.0280,0.0423,0.0482,0.0069,0.0021,0.0131
3661,0.4954,0.0195,0.0387,0.0390,0.0979,0.0472,0.0525,0.1447,0.0334,0.0317
3662,0.3067,0.1169,0.4283,0.0039,0.0813,0.0283,0.0186,0.0010,0.0087,0.0064
3663,0.5877,0.1174,0.0007,0.1439,0.0319,0.0284,0.0384,0.0355,0.0017,0.0143
3664,0.3898,0.0187,0.3147,0.0033,0.1342,0.0176,0.0269,0.0264,0.0099,0.0586
3665,0.7604,0.0333,0.0052,0.0024,0.0425,0.0193,0.0413,0.0628,0.0134,0.0193
3666,0.5983,0.0265,0.0057,0.0057,0.0325,0.0692,0.0292,0.2076,0.0058,0.0197
3667,0.7696,0.0761,0.0039,0.0047,0.0659,0.0108,0.0341,0.0093,0.0029,0.0227
3668,0.7174,0.0153,0.0109,0.0041,0.1238,0.0216,0.0367,0.0452,0.0080,0.0170
3669,0.2304,0.1028,0.5995,0.0005,0.0105,0.0167,0.0199,0.0139,0.0010,0.0048
3670,0.7852,0.0446,0.0009,0.0010,0.1169,0.0078,0.0251,0.0010,0.0091,0.0082
3671,0.6898,0.0641,0.0312,0.0043,0.0617,0.0068,0.0186,0.0714,0.0085,0.0435
3672,0.5058,0.2037,0.1343,0.0100,0.0394,0.0563,0.0254,0.0081,0.0070,0.0100
3673,0.0115,0.0380,0.8117,0.0018,0.0211,0.0338,0.0191,0.0039,0.0323,0.0268
3674,0.7140,0.0995,0.0463,0.0164,0.0468,0.0230,0.0239,0.0085,0.0066,0.0150
3675,0.6343,0.0134,0.0366,0.0036,0.1010,0.0934,0.0598,0.0212,0.0112,0.0254
3676,0.0000,0.5195,0.0000,0.0758,0.0000,0.2057,0.0191,0.0037,0.1754,0.0008
3677,0.5572,0.0278,0.0376,0.0582,0.0723,0.0981,0.0410,0.0409,0.0338,0.0330
3678,0.0028,0.5767,0.3994,0.0003,0.0004,0.0017,0.0147,0.0002,0.0018,0.0020
3679,0.1588,0.0318,0.0017,0.2971,0.2465,0.1077,0.0445,0.0505,0.0304,0.0311
3680,0.5213,0.0655,0.0482,0.0845,0.0134,0.0657,0.0566,0.1204,0.0028,0.0216
3681,0.0752,0.0523,0.6717,0.0052,0.0543,0.0161,0.0643,0.0317,0.0093,0.0200
3682,0.3784,0.5391,0.0472,0.0015,0.0136,0.0019,0.0105,0.0006,0.0005,0.0066
3683,0.4496,0.0287,0.0098,0.0394,0.0335,0.0850,0.0484,0.2605,0.0049,0.0402
3684,0.5815,0.3627,0.0014,0.0054,0.0079,0.0101,0.0206,0.0043,0.0010,0.0050
3685,0.1536,0.0068,0.0006,0.2697,0.0864,0.2994,0.0404,0.0175,0.0879,0.0378
3686,0.7810,0.0371,0.0387,0.0003,0.0303,0.0193,0.0364,0.0455,0.0014,0.0100
3687,0.1765,0.7520,0.0237,0.0219,0.0002,0.0022,0.0138,0.0000,0.0001,0.0098
3688,0.6967,0.0105,0.0067,0.0437,0.0523,0.0519,0.0299,0.0355,0.0164,0.0563
3689,0.8227,0.0317,0.0402,0.0367,0.0041,0.0053,0.0264,0.0067,0.0005,0.0256
3690,0.0680,0.2015,0.3272,0.0223,0.0228,0.2001,0.0424,0.0130,0.0866,0.0162
3691,0.4389,0.4420,0.0543,0.0004,0.0044,0.0228,0.0158,0.0014,0.0015,0.0186
3692,0.3255,0.0152,0.3739,0.0971,0.0225,0.1157,0.0133,0.0265,0.0037,0.0066
3693,0.6556,0.1092,0.1051,0.0021,0.0232,0.0189,0.0284,0.0398,0.0074,0.0103
3694,0.7434,0.0790,0.0173,0.0100,0.0308,0.0208,0.0365,0.0429,0.0028,0.0165
3695,0.1547,0.1104,0.5584,0.0020,0.0247,0.0367,0.0201,0.0172,0.0420,0.0337
3696,0.2991,0.0378,0.3112,0.0229,0.0556,0.1073,0.0635,0.0723,0.0020,0.0281
3697,0.7737,0.0221,0.0074,0.0024,0.0816,0.0365,0.0230,0.0116,0.0133,0.0285
3698,0.2151,0.0730,0.0093,0.0410,0.0575,0.0623,0.0666,0.4356,0.0033,0.0363
3699,0.8109,0.0423,0.0317,0.0048,0.0170,0.0166,0.0290,0.0231,0.0013,0.0232
3700,0.5621,0.0063,0.1209,0.0588,0.0633,0.0388,0.0766,0.0513,0.0025,0.0194
3701,0.7150,0.0423,0.0024,0.0196,0.0254,0.0895,0.0440,0.0184,0.0329,0.0105
3702,0.7892,0.0453,0.0039,0.0018,0.0682,0.0145,0.0244,0.0025,0.0274,0.0229
3703,0.5996,0.0071,0.0007,0.0061,0.0221,0.0766,0.0318,0.2390,0.0058,0.0113
3704,0.4308,0.0054,0.0046,0.0558,0.1342,0.0344,0.0726,0.0873,0.0881,0.0869
3705,0.1888,0.1129,0.0175,0.1257,0.2700,0.0724,0.0528,0.0792,0.0393,0.0415
3706,0.2121,0.0332,0.0059,0.1497,0.1052,0.4116,0.0520,0.0172,0.0017,0.0115
3707,0.1941,0.0089,0.0862,0.1119,0.2331,0.1735,0.0663,0.0821,0.0086,0.0353
3708,0.8274,0.0427,0.0147,0.0008,0.0312,0.0089,0.0370,0.0147,0.0018,0.0207
3709,0.0919,0.5822,0.0921,0.0288,0.0279,0.0064,0.0252,0.0004,0.1410,0.0041
3710,0.7029,0.0379,0.0393,0.0162,0.0447,0.0224,0.0372,0.0422,0.0100,0.0471
3711,0.0249,0.0304,0.6669,0.0115,0.0103,0.1912,0.0419,0.0012,0.0118,0.0099
3712,0.0387,0.9101,0.0026,0.0081,0.0024,0.0010,0.0036,0.0000,0.0314,0.0020
3713,0.6092,0.1597,0.0123,0.0086,0.0443,0.0905,0.0338,0.0224,0.0045,0.0146
3714,0.4374,0.0164,0.1379,0.0517,0.0970,0.0685,0.0283,0.0283,0.0937,0.0407
3715,0.4800,0.0508,0.0169,0.0249,0.0843,0.0973,0.0629,0.1150,0.0394,0.0284
3716,0.6041,0.0681,0.0143,0.0151,0.1099,0.0805,0.0340,0.0533,0.0093,0.0114
3717,0.8362,0.0214,0.0315,0.0099,0.0164,0.0391,0.0264,0.0053,0.0087,0.0050
3718,0.8877,0.1028,0.0001,0.0017,0.0000,0.0005,0.0034,0.0007,0.0000,0.0031
3719,0.7937,0.0167,0.0008,0.0276,0.0355,0.0463,0.0375,0.0306,0.0029,0.0084
3720,0.6445,0.2805,0.0179,0.0009,0.0093,0.0079,0.0178,0.0027,0.0033,0.0151
3721,0.5025,0.0950,0.0272,0.0114,0.0515,0.1726,0.0438,0.0101,0.0634,0.0226
3722,0.7878,0.0127,0.0091,0.0067,0.0665,0.0457,0.0304,0.0133,0.0163,0.0115
3723,0.0578,0.4618,0.0098,0.2118,0.0716,0.0243,0.0625,0.0569,0.0094,0.0341
3724,0.1122,0.0154,0.0021,0.2099,0.0132,0.0407,0.0269,0.4744,0.0826,0.0226
3725,0.1181,0.3185,0.0348,0.4554,0.0029,0.0057,0.0216,0.0007,0.0159,0.0264
3726,0.1288,0.0736,0.6759,0.0028,0.0079,0.0635,0.0273,0.0118,0.0027,0.0056
3727,0.4414,0.1802,0.0048,0.1203,0.1154,0.0560,0.0285,0.0019,0.0323,0.0191
3728,0.7054,0.0101,0.0088,0.0908,0.0805,0.0228,0.0290,0.0417,0.0012,0.0097
3729,0.7618,0.0841,0.0482,0.0011,0.0335,0.0071,0.0445,0.0033,0.0066,0.0099
3730,0.6263,0.0451,0.0496,0.0316,0.0600,0.0296,0.0641,0.0676,0.0028,0.0233
3731,0.7394,0.2125,0.0027,0.0082,0.0074,0.0034,0.0138,0.0051,0.0015,0.0059
3732,0.7073,0.0113,0.0333,0.0064,0.0558,0.0521,0.0279,0.0498,0.0117,0.0443
3733,0.7076,0.0427,0.0296,0.0013,0.0951,0.0206,0.0407,0.0463,0.0099,0.0062
3734,0.7420,0.0764,0.0041,0.0006,0.0219,0.0504,0.0307,0.0532,0.0142,0.0064
3735,0.4947,0.1410,0.0107,0.1412,0.0059,0.0222,0.0623,0.0252,0.0566,0.0403
3736,0.5985,0.0409,0.0698,0.0116,0.0423,0.0577,0.0699,0.0662,0.0067,0.0364
3737,0.6752,0.0374,0.0370,0.0030,0.1011,0.0238,0.0509,0.0486,0.0097,0.0134
3738,0.7954,0.0177,0.0104,0.0011,0.0617,0.0152,0.0261,0.0233,0.0339,0.0151
3739,0.1940,0.0303,0.0069,0.1558,0.2533,0.0472,0.1118,0.0399,0.1327,0.0281
3740,0.8004,0.0840,0.0044,0.0018,0.0206,0.0075,0.0131,0.0310,0.0128,0.0245
3741,0.4928,0.1415,0.1840,0.0010,0.0387,0.0116,0.0472,0.0460,0.0078,0.0295
3742,0.0027,0.9819,0.0066,0.0000,0.0004,0.0021,0.0033,0.0000,0.0020,0.0010
3743,0.7076,0.0958,0.0002,0.0802,0.0180,0.0331,0.0278,0.0313,0.0018,0.0041
3744,0.6465,0.0133,0.0386,0.0673,0.0289,0.0687,0.0341,0.0607,0.0154,0.0264
3745,0.0775,0.0290,0.0036,0.2747,0.0422,0.0435,0.0269,0.0852,0.3722,0.0451
3746,0.0449,0.0341,0.0008,0.0666,0.0166,0.0273,0.0407,0.2377,0.5112,0.0201
3747,0.7564,0.1864,0.0049,0.0058,0.0151,0.0171,0.0096,0.0026,0.0005,0.0016
3748,0.8345,0.0328,0.0377,0.0001,0.0420,0.0105,0.0205,0.0169,0.0014,0.0036
3749,0.7205,0.0196,0.0152,0.0687,0.0288,0.1046,0.0234,0.0072,0.0024,0.0097
3750,0.8487,0.0208,0.0136,0.0003,0.0403,0.0069,0.0262,0.0056,0.0198,0.0179
3751,0.3081,0.1677,0.2550,0.0078,0.1341,0.0394,0.0335,0.0273,0.0076,0.0196
3752,0.5537,0.0660,0.2205,0.0054,0.0393,0.0505,0.0303,0.0131,0.0039,0.0172
3753,0.1163,0.7118,0.0782,0.0249,0.0139,0.0057,0.0220,0.0071,0.0048,0.0152
3754,0.8274,0.0282,0.0262,0.0107,0.0135,0.0167,0.0402,0.0223,0.0007,0.0142
3755,0.1076,0.4463,0.0191,0.1081,0.1248,0.0190,0.0572,0.0683,0.0160,0.0336
3756,0.9402,0.0211,0.0005,0.0023,0.0187,0.0008,0.0082,0.0003,0.0000,0.0079
3757,0.5698,0.2681,0.0442,0.0183,0.0115,0.0115,0.0254,0.0142,0.0021,0.0348
3758,0.7379,0.0132,0.0099,0.0025,0.0743,0.0188,0.0415,0.0531,0.0276,0.0213
3759,0.1341,0.7860,0.0080,0.0068,0.0091,0.0416,0.0096,0.0002,0.0013,0.0033
3760,0.5626,0.2692,0.0061,0.0270,0.0169,0.0658,0.0327,0.0017,0.0020,0.0159
3761,0.8754,0.0277,0.0337,0.0015,0.0140,0.0052,0.0191,0.0018,0.0007,0.0210
3762,0.1441,0.0902,0.2667,0.0769,0.1776,0.1096,0.0531,0.0276,0.0335,0.0209
3763,0.1879,0.0962,0.1016,0.0379,0.0341,0.2679,0.0750,0.0575,0.0883,0.0536
3764,0.1598,0.6375,0.0233,0.0072,0.0564,0.0101,0.0421,0.0521,0.0002,0.0113
3765,0.1238,0.0659,0.7138,0.0011,0.0175,0.0145,0.0449,0.0019,0.0092,0.0073
3766,0.7353,0.0198,0.0096,0.0288,0.0155,0.0596,0.0340,0.0519,0.0142,0.0313
3767,0.3154,0.0458,0.5500,0.0036,0.0290,0.0168,0.0252,0.0041,0.0030,0.0070
3768,0.0844,0.0063,0.1159,0.1601,0.0408,0.3647,0.0286,0.1551,0.0328,0.0113
3769,0.8088,0.0265,0.0355,0.0008,0.0136,0.0272,0.0523,0.0251,0.0051,0.0051
3770,0.6727,0.1953,0.0017,0.0590,0.0072,0.0138,0.0258,0.0035,0.0136,0.0075
3771,0.6342,0.0728,0.0461,0.0020,0.1010,0.0464,0.0243,0.0222,0.0378,0.0131
3772,0.3894,0.1964,0.0114,0.0916,0.0919,0.0910,0.0533,0.0340,0.0149,0.0261
3773,0.0428,0.0127,0.9051,0.0000,0.0015,0.0063,0.0062,0.0048,0.0184,0.0023
3774,0.4144,0.0917,0.0152,0.1593,0.0662,0.0758,0.0733,0.0301,0.0163,0.0577
3775,0.6473,0.0412,0.1255,0.0002,0.0939,0.0111,0.0289,0.0143,0.0258,0.0117
3776,0.6843,0.0973,0.0460,0.0057,0.0504,0.0129,0.0333,0.0461,0.0004,0.0237
3777,0.3109,0.0050,0.1179,0.0179,0.0429,0.0214,0.0285,0.3969,0.0232,0.0354
3778,0.3442,0.0920,0.0150,0.2316,0.0873,0.0670,0.1059,0.0050,0.0165,0.0355
3779,0.2689,0.1022,0.0026,0.4509,0.0101,0.0622,0.0522,0.0085,0.0058,0.0367
3780,0.6197,0.0109,0.0142,0.0135,0.0551,0.0426,0.0252,0.1761,0.0284,0.0141
3781,0.6425,0.0602,0.0991,0.0049,0.1038,0.0395,0.0340,0.0029,0.0029,0.0101
3782,0.6748,0.0103,0.0044,0.0447,0.0275,0.0648,0.0191,0.1156,0.0230,0.0159
3783,0.6262,0.1462,0.0040,0.0301,0.0493,0.0428,0.0370,0.0319,0.0178,0.0147
3784,0.5042,0.0098,0.0266,0.0057,0.0302,0.0146,0.0238,0.3457,0.0250,0.0146
3785,0.5779,0.0220,0.0537,0.0439,0.0628,0.0114,0.0382,0.1525,0.0062,0.0314
3786,0.8170,0.0303,0.0024,0.0011,0.0261,0.0292,0.0384,0.0271,0.0189,0.0094
3787,0.0420,0.8689,0.0067,0.0058,0.0397,0.0026,0.0197,0.0057,0.0030,0.0059
3788,0.3873,0.0066,0.0297,0.2342,0.0917,0.0510,0.0545,0.0510,0.0739,0.0201
3789,0.7335,0.0601,0.0083,0.0088,0.0648,0.0263,0.0512,0.0178,0.0031,0.0261
3790,0.7786,0.0026,0.0060,0.0286,0.0093,0.1164,0.0282,0.0152,0.0101,0.0050
3791,0.8550,0.0210,0.0572,0.0001,0.0178,0.0177,0.0131,0.0008,0.0010,0.0161
3792,0.7448,0.0955,0.0058,0.0016,0.0333,0.0174,0.0466,0.0434,0.0014,0.0102
3793,0.4634,0.0479,0.1244,0.0739,0.0399,0.0448,0.0630,0.0683,0.0050,0.0695
3794,0.7406,0.0191,0.0242,0.0030,0.0407,0.0641,0.0218,0.0652,0.0036,0.0176
3795,0.3572,0.0710,0.0041,0.0369,0.0026,0.0268,0.0506,0.4228,0.0030,0.0251
3796,0.2965,0.4105,0.0011,0.2265,0.0137,0.0142,0.0228,0.0022,0.0003,0.0123
3797,0.4612,0.0396,0.0546,0.0208,0.1467,0.0651,0.0409,0.0376,0.0722,0.0614
3798,0.7031,0.0031,0.0063,0.0046,0.0218,0.0437,0.0693,0.1010,0.0233,0.0238
3799,0.0387,0.0117,0.0160,0.3250,0.1800,0.0361,0.0378,0.0095,0.3176,0.0275
3800,0.7430,0.1057,0.0203,0.0005,0.0583,0.0057,0.0409,0.0011,0.0071,0.0174
3801,0.6596,0.1514,0.0025,0.0037,0.0478,0.0659,0.0391,0.0158,0.0034,0.0106
3802,0.5883,0.0753,0.0040,0.0438,0.0466,0.0697,0.0581,0.0834,0.0212,0.0096
3803,0.6913,0.0253,0.0348,0.0355,0.0953,0.0356,0.0367,0.0367,0.0013,0.0075
3804,0.6138,0.1783,0.0582,0.0051,0.0424,0.0174,0.0288,0.0293,0.0150,0.0118
3805,0.7913,0.0482,0.0054,0.0007,0.0665,0.0267,0.0257,0.0065,0.0134,0.0155
3806,0.3430,0.0050,0.4416,0.0004,0.0374,0.0337,0.0595,0.0184,0.0230,0.0381
3807,0.5769,0.0034,0.0037,0.0161,0.0752,0.0240,0.0333,0.2049,0.0293,0.0332
3808,0.7121,0.0447,0.0074,0.0428,0.0085,0.0198,0.0416,0.0536,0.0491,0.0203
3809,0.7354,0.0057,0.1573,0.0005,0.0383,0.0069,0.0196,0.0175,0.0161,0.0028
3810,0.7106,0.0629,0.0034,0.1710,0.0016,0.0084,0.0166,0.0077,0.0011,0.0167
3811,0.1365,0.7759,0.0121,0.0055,0.0125,0.0033,0.0183,0.0026,0.0214,0.0120
3812,0.5455,0.1569,0.0699,0.0198,0.0297,0.0666,0.0405,0.0316,0.0132,0.0263
3813,0.5253,0.0788,0.0492,0.1670,0.0215,0.0786,0.0271,0.0025,0.0216,0.0284
3814,0.8147,0.0274,0.0023,0.0081,0.0020,0.0576,0.0759,0.0082,0.0000,0.0038
3815,0.0025,0.0602,0.8231,0.0028,0.0155,0.0287,0.0203,0.0002,0.0170,0.0297
3816,0.7360,0.0572,0.0193,0.0191,0.0168,0.0443,0.0475,0.0387,0.0068,0.0143
3817,0.4067,0.1576,0.0106,0.0484,0.0112,0.0892,0.0821,0.0758,0.0164,0.1020
3818,0.7022,0.0674,0.0346,0.0142,0.0493,0.0610,0.0291,0.0142,0.0005,0.0275
3819,0.0983,0.8077,0.0080,0.0372,0.0000,0.0216,0.0135,0.0066,0.0000,0.0071
3820,0.7299,0.1092,0.0255,0.0014,0.0563,0.0122,0.0366,0.0169,0.0009,0.0110
3821,0.8631,0.0097,0.0024,0.0074,0.0085,0.0026,0.0283,0.0683,0.0001,0.0095
3822,0.7031,0.0988,0.0535,0.0023,0.0168,0.0142,0.0303,0.0537,0.0034,0.0239
3823,0.0817,0.1772,0.0020,0.6221,0.0245,0.0205,0.0264,0.0033,0.0112,0.0311
3824,0.5997,0.2231,0.0067,0.0398,0.0727,0.0162,0.0308,0.0040,0.0019,0.0051
3825,0.5750,0.1269,0.0069,0.0205,0.0569,0.1460,0.0209,0.0169,0.0204,0.0096
3826,0.5262,0.2414,0.0973,0.0435,0.0354,0.0061,0.0089,0.0227,0.0065,0.0118
3827,0.6677,0.0171,0.0177,0.0542,0.0546,0.1221,0.0382,0.0152,0.0011,0.0121
3828,0.7197,0.0251,0.0419,0.1104,0.0101,0.0372,0.0218,0.0223,0.0013,0.0103
3829,0.1725,0.7156,0.0015,0.0635,0.0142,0.0128,0.0067,0.0008,0.0028,0.0096
3830,0.6804,0.0721,0.0015,0.1034,0.0205,0.0273,0.0352,0.0432,0.0030,0.0134
3831,0.8038,0.0767,0.0047,0.0042,0.0346,0.0104,0.0250,0.0074,0.0000,0.0332
3832,0.0654,0.2267,0.1175,0.3167,0.0009,0.0815,0.0444,0.1335,0.0094,0.0040
3833,0.6456,0.0547,0.0039,0.0052,0.1556,0.0359,0.0397,0.0320,0.0143,0.0131
3834,0.8278,0.0720,0.0051,0.0035,0.0396,0.0063,0.0232,0.0038,0.0036,0.0152
3835,0.7411,0.0132,0.0262,0.0445,0.0445,0.0228,0.0296,0.0502,0.0029,0.0250
3836,0.6095,0.0154,0.0024,0.0315,0.0512,0.0491,0.0456,0.1635,0.0075,0.0244
3837,0.5031,0.0265,0.0194,0.0841,0.0621,0.1625,0.0543,0.0629,0.0047,0.0204
3838,0.5267,0.0239,0.0488,0.0352,0.0425,0.2048,0.0558,0.0090,0.0162,0.0371
3839,0.4396,0.0044,0.0091,0.0007,0.0183,0.5142,0.0113,0.0002,0.0004,0.0018
3840,0.4174,0.5080,0.0378,0.0053,0.0000,0.0006,0.0081,0.0000,0.0000,0.0228
3841,0.0857,0.2503,0.0103,0.3593,0.0792,0.1262,0.0345,0.0088,0.0351,0.0106
3842,0.5983,0.1833,0.0082,0.0015,0.1047,0.0056,0.0353,0.0366,0.0056,0.0209
3843,0.6880,0.0291,0.0168,0.0094,0.0670,0.0600,0.0733,0.0231,0.0170,0.0163
3844,0.6153,0.0099,0.0164,0.0359,0.0989,0.0868,0.0253,0.0362,0.0487,0.0266
3845,0.1200,0.1570,0.2291,0.3966,0.0032,0.0092,0.0531,0.0117,0.0001,0.0201
3846,0.7318,0.0073,0.0074,0.0682,0.0662,0.0304,0.0238,0.0069,0.0203,0.0376
3847,0.4522,0.0971,0.0599,0.1165,0.0850,0.0262,0.0477,0.0638,0.0031,0.0486
3848,0.7209,0.0293,0.0070,0.0055,0.1120,0.0465,0.0361,0.0321,0.0041,0.0067
3849,0.4456,0.3387,0.0035,0.0141,0.0908,0.0260,0.0367,0.0313,0.0041,0.0091
3850,0.6687,0.0417,0.1160,0.0037,0.0470,0.0228,0.0435,0.0470,0.0014,0.0082
3851,0.8664,0.0028,0.0198,0.0006,0.0356,0.0350,0.0169,0.0185,0.0013,0.0031
3852,0.2334,0.0213,0.2057,0.0363,0.0908,0.2775,0.0382,0.0572,0.0104,0.0291
3853,0.3107,0.2508,0.0848,0.0622,0.1536,0.0261,0.0631,0.0148,0.0007,0.0333
3854,0.0403,0.0523,0.0805,0.0133,0.0595,0.0190,0.0123,0.0002,0.7053,0.0174
3855,0.6324,0.1945,0.0224,0.0022,0.0766,0.0104,0.0321,0.0197,0.0038,0.0059
3856,0.0315,0.8528,0.0007,0.0850,0.0057,0.0037,0.0148,0.0003,0.0004,0.0050
3857,0.6267,0.2931,0.0026,0.0102,0.0000,0.0526,0.0055,0.0079,0.0000,0.0015
3858,0.6105,0.0958,0.0082,0.0194,0.0619,0.1490,0.0293,0.0049,0.0041,0.0169
3859,0.7756,0.0783,0.0074,0.0042,0.0476,0.0085,0.0384,0.0032,0.0037,0.0331
3860,0.5294,0.1379,0.0181,0.1248,0.0716,0.0523,0.0293,0.0053,0.0082,0.0231
3861,0.5322,0.2364,0.0808,0.0082,0.0107,0.0353,0.0231,0.0369,0.0054,0.0310
3862,0.4741,0.4486,0.0090,0.0009,0.0218,0.0059,0.0229,0.0006,0.0006,0.0156
3863,0.3218,0.0071,0.0113,0.0832,0.2467,0.0369,0.0699,0.1717,0.0152,0.0362
3864,0.0386,0.5699,0.0007,0.3767,0.0000,0.0077,0.0048,0.0000,0.0000,0.0016
3865,0.6735,0.1662,0.0442,0.0065,0.0443,0.0121,0.0248,0.0115,0.0019,0.0152
3866,0.7371,0.0245,0.0036,0.0088,0.0553,0.1069,0.0190,0.0132,0.0115,0.0201
3867,0.3415,0.1265,0.0399,0.1525,0.0379,0.0383,0.0545,0.0280,0.1623,0.0187
3868,0.0711,0.0103,0.6461,0.0148,0.0332,0.1206,0.0338,0.0021,0.0562,0.0119
3869,0.0599,0.8789,0.0004,0.0319,0.0028,0.0034,0.0109,0.0007,0.0010,0.0102
3870,0.7401,0.0270,0.0021,0.0099,0.0282,0.0353,0.0553,0.0023,0.0828,0.0169
3871,0.2032,0.5413,0.0012,0.0477,0.0547,0.0406,0.0279,0.0024,0.0531,0.0279
